x,y,z,Bx,By,Bz
-18551.0,1447.0,0.0,23.726501,-2.9528236,-0.77575386
-18551.0,1947.0,0.0,23.29106,-3.7583168,-0.8010646
-18551.0,2447.0,0.0,22.77946,-4.514338,-0.835375
-18551.0,2947.0,0.0,22.199507,-5.215058,-0.8781313
-18551.0,3447.0,0.0,21.559587,-5.856437,-0.9282079
-18551.0,3947.0,0.0,20.868574,-6.436293,-0.98394775
-18551.0,4447.0,0.0,20.13566,-6.954125,-1.0434082
-18551.0,4947.0,0.0,19.370228,-7.410982,-1.1046171
-18551.0,5447.0,0.0,18.581085,-7.808812,-1.1658349
-18551.0,5947.0,0.0,17.77676,-8.150224,-1.2258134
-18551.0,6447.0,0.0,16.964989,-8.437892,-1.2838066
-18551.0,6947.0,0.0,16.152464,-8.674581,-1.3394638
-18551.0,7447.0,0.0,15.345161,-8.862845,-1.3926512
-18551.0,7947.0,0.0,14.548072,-9.005153,-1.4433732
-18551.0,8447.0,0.0,13.765206,-9.103863,-1.4914957
-18551.0,8947.0,0.0,12.999884,-9.161398,-1.5367912
-18551.0,9447.0,0.0,12.254715,-9.180223,-1.578806
-18551.0,9947.0,0.0,11.53178,-9.162872,-1.6170691
-18551.0,10447.0,0.0,10.832644,-9.112085,-1.6510357
-18551.0,10947.0,0.0,10.158557,-9.030539,-1.6802499
-18551.0,11447.0,0.0,9.510365,-8.921114,-1.7043883
-18551.0,11947.0,0.0,8.88872,-8.786708,-1.7233055
-18551.0,12447.0,0.0,8.29412,-8.630208,-1.7370305
-18551.0,12947.0,0.0,7.7267833,-8.454564,-1.7457979
-18551.0,13447.0,0.0,7.1866736,-8.262735,-1.7500409
-18551.0,13947.0,0.0,6.6738396,-8.057681,-1.7502062
-18551.0,14447.0,0.0,6.1879644,-7.842265,-1.7468966
-18551.0,14947.0,0.0,5.7286887,-7.619404,-1.7407174
-18551.0,15447.0,0.0,5.2954764,-7.391987,-1.7322114
-18551.0,15947.0,0.0,4.887802,-7.1627116,-1.7218717
-18551.0,16447.0,0.0,4.504881,-6.9343166,-1.7100515
-18551.0,16947.0,0.0,4.146013,-6.709329,-1.6969138
-18551.0,17447.0,0.0,3.8102512,-6.4901123,-1.6826037
-18551.0,17947.0,0.0,3.4967456,-6.2788367,-1.6668509
-18551.0,18447.0,0.0,3.2044728,-6.077485,-1.6494411
-18551.0,18947.0,0.0,2.9324303,-5.887764,-1.6298562
-18551.0,19447.0,0.0,2.6796021,-5.7111115,-1.607433
-18551.0,19947.0,0.0,2.444878,-5.5487914,-1.5813742
-18051.0,-20053.0,0.0,1.599043,5.509327,-1.9345587
-18051.0,-19553.0,0.0,1.8067545,5.7941318,-1.9914219
-18051.0,-19053.0,0.0,2.0383275,6.0815473,-2.042557
-18051.0,-18553.0,0.0,2.294204,6.374314,-2.0876694
-18051.0,-18053.0,0.0,2.574833,6.6748223,-2.1256332
-18051.0,-17553.0,0.0,2.881311,6.9841785,-2.1557453
